Time,Thrust_0deg_kg,Thrust_90deg_kg,Thrust_180deg_kg,Thrust_270deg_kg,Total_Weight,Thrust,RPM,Cmd_RPM,Torque,Motor_Temp,ESC_Temp,Current,Voltage,Output_Voltage_V,Battery_Voltage_V,Bus_Voltage_V,Power,ESC_Pressure,ESC_Flow,Motor_Inlet_Temp_C,ESC_Inlet_Temp_C,Accel_X,Accel_Y,Accel_Z,Motor_Flow,Fin_Inlet_Temp_C,Fin_Outlet_Temp_C
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.162,6.67,34.9,34.6,-0.019,0.002,-1.002,0,373.3,35.2
0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.162,6.67,34.9,34.6,-0.019,0.002,-1.002,0,373.3,35.2
0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.165,6.67,34.9,34.6,-0.019,0.002,-1.002,0,373.3,35.2
0.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.16,6.67,34.9,34.6,-0.019,0.002,-1.002,0,373.3,35.2
0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.16,6.67,34.9,34.6,-0.019,0.002,-1.002,0,373.3,35.2
0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.16,6.67,34.9,34.6,-0.019,0.002,-1.002,0,373.3,35.2
0.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.16,6.67,34.9,34.6,-0.019,0.002,-1.002,0,373.3,35.2
0.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.159,6.67,34.9,34.6,-0.02,0.002,-1.002,0,373.3,35.2
0.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.159,6.67,34.9,34.6,-0.02,0.002,-1.002,0,373.3,35.2
0.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.159,6.67,34.9,34.6,-0.02,0.002,-1.002,0,373.3,35.2
0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.159,6.67,34.9,34.6,-0.02,0.002,-1.002,0,373.3,35.2
0.607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.159,6.67,34.9,34.6,-0.02,0.002,-1.002,0,373.3,35.1
0.661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.159,6.67,34.9,34.6,-0.02,0.002,-1.002,0,373.3,35.1
0.715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.164,6.67,34.9,34.6,-0.02,0.002,-1.002,0,373.3,35.1
0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.164,6.67,34.9,34.6,-0.02,0.002,-1.002,0,373.3,35.1
0.826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.164,6.67,34.9,34.7,-0.02,0.002,-1.001,0,373.3,35.1
0.881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.158,6.67,34.9,34.7,-0.02,0.002,-1.001,0,373.3,35.1
0.935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.158,6.67,34.9,34.7,-0.02,0.002,-1.001,0,373.3,35.1
0.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.158,6.67,34.9,34.7,-0.02,0.002,-1.001,0,373.3,35.2
1.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.158,6.67,34.9,34.7,-0.02,0.002,-1.001,0,373.3,35.2
1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.159,6.67,34.9,34.7,-0.02,0.002,-1.001,0,373.3,35.2
1.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.159,6.67,34.9,34.7,-0.02,0.002,-1.001,0,373.3,35.2
1.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.159,6.67,34.9,34.5,-0.019,0.002,-1.001,0,373.3,35.3
1.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.159,6.67,34.9,34.5,-0.019,0.002,-1.001,0,373.3,35.3
1.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.161,6.67,34.9,34.5,-0.019,0.002,-1.001,0,373.3,35.3
1.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.161,6.67,34.9,34.5,-0.019,0.002,-1.001,0,373.3,35.3
1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.161,6.67,34.9,34.4,-0.019,0.002,-1.002,0,373.3,35.3
1.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.161,6.67,34.9,34.4,-0.019,0.002,-1.002,0,373.3,35.3
1.539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.148,6.67,34.9,34.4,-0.019,0.002,-1.002,0,373.3,35.3
1.593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.148,6.67,34.9,34.4,-0.019,0.002,-1.002,0,373.3,35.3
1.649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.148,6.67,34.9,34.4,-0.019,0.002,-1.002,0,373.3,35.3
1.704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.154,6.67,34.9,34.4,-0.019,0.002,-1.002,0,373.3,35.3
1.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.154,6.67,34.9,34.4,-0.019,0.002,-1.002,0,373.3,35.3
1.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.154,6.67,34.9,34.4,-0.019,0.002,-1.002,0,373.3,35.3
1.868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.154,6.67,34.9,34.6,-0.019,0.002,-1.002,0,373.3,35.3
1.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.149,6.67,34.9,34.6,-0.019,0.002,-1.001,0,373.3,35.1
1.979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.149,6.67,34.9,34.6,-0.019,0.002,-1.001,0,373.3,35.1
2.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.149,6.67,34.9,34.4,-0.019,0.002,-1.001,0,373.3,35.1
2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.149,6.67,34.9,34.4,-0.019,0.002,-1.001,0,373.3,35.1
2.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.149,6.67,34.9,34.4,-0.019,0.002,-1.001,0,373.3,35.1
2.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.149,6.67,34.9,34.4,-0.019,0.002,-1.001,0,373.3,35.1
2.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.155,6.67,34.8,34.4,-0.019,0.002,-1.001,0,373.3,35.1
2.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.155,6.67,34.8,34.4,-0.019,0.002,-1.001,0,373.3,35.1
2.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.155,6.67,34.8,34.4,-0.022,0.002,-1.001,0,373.3,35.1
2.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.155,6.67,34.8,34.4,-0.022,0.002,-1.001,0,373.3,35.1
2.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.162,6.67,34.8,34.4,-0.022,0.002,-1.001,0,373.3,35.1
2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.162,6.67,34.8,34.4,-0.022,0.002,-1.001,0,373.3,35.1
2.586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.162,6.67,34.8,34.7,-0.018,0.002,-1.002,0,373.3,34.9
2.641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.162,6.67,34.8,34.7,-0.018,0.002,-1.002,0,373.3,34.9
2.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.164,6.57,34.8,34.7,-0.018,0.002,-1.002,0,373.3,34.9
2.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.164,6.57,34.8,34.7,-0.018,0.002,-1.002,0,373.3,34.9
2.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.164,6.57,34.9,34.5,-0.019,0.002,-1.002,0,373.3,34.9
2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.157,6.57,34.9,34.5,-0.019,0.002,-1.002,0,373.3,34.9
2.914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.157,6.57,34.9,34.5,-0.019,0.002,-1.002,0,373.3,34.9
2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.157,6.57,34.9,34.5,-0.02,0.004,-1.001,0,373.3,35.0
3.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.157,6.57,34.9,34.5,-0.02,0.004,-1.001,0,373.3,35.0
3.079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.149,6.57,34.9,34.5,-0.02,0.004,-1.001,0,373.3,35.0
3.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.149,6.57,34.9,34.5,-0.02,0.004,-1.001,0,373.3,35.0
3.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.149,6.57,34.9,34.3,-0.02,0.002,-1.002,0,373.3,35.1
3.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.149,6.57,34.9,34.3,-0.02,0.002,-1.002,0,373.3,35.1
3.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.151,6.57,34.9,34.3,-0.02,0.002,-1.002,0,373.3,35.1
3.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.151,6.57,34.9,34.3,-0.02,0.002,-1.002,0,373.3,35.1
3.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.151,6.57,34.9,34.3,-0.02,0.002,-1.001,0,373.3,35.1
3.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.151,6.57,34.9,34.3,-0.02,0.002,-1.001,0,373.3,35.1
3.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.151,6.57,34.9,34.3,-0.02,0.002,-1.001,0,373.3,35.1
3.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.151,6.57,34.9,34.3,-0.02,0.002,-1.001,0,373.3,35.1
3.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.151,6.57,34.9,34.8,-0.02,0.003,-1.002,0,373.3,34.9
3.682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.16,6.67,34.9,34.8,-0.02,0.003,-1.002,0,373.3,34.9
3.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.16,6.67,34.9,34.8,-0.02,0.003,-1.002,0,373.3,34.9
3.792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.16,6.67,34.9,34.8,-0.019,0.002,-1.002,0,373.3,34.9
3.847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.16,6.67,34.9,34.8,-0.019,0.002,-1.002,0,373.3,34.9
3.901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.154,6.67,34.9,34.8,-0.019,0.002,-1.002,0,373.3,34.9
3.955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.154,6.67,34.9,34.8,-0.019,0.002,-1.002,0,373.3,34.9
4.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.154,6.67,34.9,34.8,-0.019,0.003,-1.002,0,373.3,35.4
4.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.154,6.67,34.9,34.8,-0.019,0.003,-1.002,0,373.3,35.4
4.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.144,6.67,34.9,34.8,-0.019,0.003,-1.002,0,373.3,35.4
4.174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.144,6.67,34.9,34.8,-0.019,0.003,-1.002,0,373.3,35.4
4.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.144,6.67,34.9,34.6,-0.021,0.002,-1.001,0,373.3,35.1
4.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.144,6.67,34.9,34.6,-0.021,0.002,-1.001,0,373.3,35.1
4.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.159,6.67,34.9,34.6,-0.021,0.002,-1.001,0,373.3,35.1
4.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.159,6.67,34.9,34.6,-0.019,0.0,-1.002,0,373.3,35.1
4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.159,6.67,34.9,34.6,-0.019,0.0,-1.002,0,373.3,35.1
4.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.152,6.67,34.9,34.6,-0.019,0.0,-1.002,0,373.3,35.1
4.558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.152,6.67,34.9,34.6,-0.019,0.0,-1.002,0,373.3,35.1
4.614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.152,6.67,34.9,34.6,-0.02,0.002,-1.001,0,373.3,35.0
4.669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.152,6.67,34.9,34.6,-0.02,0.002,-1.001,0,373.3,35.0
4.723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.158,6.67,34.9,34.6,-0.02,0.002,-1.001,0,373.3,35.0
4.779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.158,6.67,34.9,34.6,-0.02,0.002,-1.001,0,373.3,35.0
4.838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.158,6.67,34.9,34.6,-0.02,0.002,-1.002,0,373.3,35.0
4.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.158,6.67,34.9,34.6,-0.02,0.002,-1.002,0,373.3,35.0
4.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.162,6.67,34.9,34.6,-0.02,0.002,-1.002,0,373.3,35.0
5.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.162,6.67,34.9,34.6,-0.02,0.004,-1.002,0,373.3,35.2
5.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.162,6.67,34.9,34.6,-0.02,0.004,-1.002,0,373.3,35.2
5.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.16,6.67,34.9,34.6,-0.02,0.004,-1.002,0,373.3,35.2
5.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.16,6.67,34.9,34.6,-0.02,0.004,-1.002,0,373.3,35.2
5.237,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.976,26.2,28.0,1.39,537.61,11.27,0,0,0,1.16,6.67,34.9,34.7,-0.019,0.002,-1.001,0,373.3,35.0
5.295,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.976,26.2,28.0,1.39,537.61,11.27,0,0,0,1.16,6.67,34.9,34.7,-0.019,0.002,-1.001,0,373.3,35.0
5.354,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.221,26.2,28.0,0.97,537.61,11.53,0,0,0,1.152,6.67,34.9,34.7,-0.019,0.002,-1.001,0,373.3,35.0
5.413,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.221,26.2,28.0,1.25,537.71,10.67,0,0,0,1.152,6.67,34.9,34.6,-0.019,0.001,-1.002,0,373.3,35.0
5.47,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.221,26.2,28.0,1.25,537.71,10.67,0,0,0,1.152,6.67,34.9,34.6,-0.019,0.001,-1.002,0,373.3,35.0
5.528,0.0,0.0,0.0,0.0,0.0,0.0,100.2,100.0,0.854,26.2,28.0,1.25,537.74,10.85,0,0,0,1.161,6.67,34.9,34.6,-0.019,0.001,-1.002,0,373.3,35.0
5.585,0.0,0.0,0.0,0.0,0.0,0.0,100.2,100.0,0.854,26.2,28.0,1.25,537.74,10.85,0,0,0,1.161,6.67,34.9,34.6,-0.019,0.001,-1.002,0,373.3,35.0
5.643,0.0,0.0,0.0,0.0,0.0,0.0,100.2,100.0,0.854,26.2,28.0,0.83,537.61,9.22,0,0,0,1.161,6.67,34.9,34.6,-0.02,0.004,-1.002,0,373.3,35.2
5.701,0.0,0.0,0.0,0.0,0.0,0.0,100.2,100.0,0.854,26.2,28.0,0.83,537.61,9.22,0,0,0,1.161,6.67,34.9,34.6,-0.02,0.004,-1.002,0,373.3,35.2
5.757,0.0,0.0,0.0,0.0,0.0,0.0,100.2,100.0,0.854,26.2,28.0,0.83,537.61,9.22,0,0,0,1.161,6.67,34.9,34.6,-0.02,0.004,-1.002,0,373.3,35.2
5.815,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.976,26.2,28.0,1.25,537.77,11.44,0,0,0,1.161,6.67,34.9,34.6,-0.02,0.004,-1.002,0,373.3,35.2
5.875,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.976,26.2,28.0,1.25,537.77,11.44,0,0,0,1.161,6.67,34.9,34.5,-0.021,0.002,-1.001,0,373.3,35.3
5.935,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.854,26.2,28.0,1.11,537.74,11.96,0,0,0,1.162,6.67,34.9,34.5,-0.02,0.003,-1.002,0,373.3,35.3
5.996,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.099,26.2,28.0,1.25,537.61,11.61,0,0,0,1.162,6.67,34.9,34.5,-0.02,0.003,-1.002,0,373.3,35.3
6.055,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.099,26.2,28.0,1.25,537.61,11.61,0,0,0,1.151,6.67,34.9,34.7,-0.02,0.003,-1.002,0,373.3,35.3
6.114,0.0,0.0,0.0,0.0,0.0,0.0,100.2,100.0,0.854,26.2,28.0,1.53,537.61,9.05,0,0,0,1.151,6.67,34.9,34.7,-0.02,0.003,-1.002,0,373.3,35.3
6.173,0.0,0.0,0.0,0.0,0.0,0.0,100.2,100.0,0.854,26.2,28.0,1.53,537.61,9.05,0,0,0,1.154,6.67,34.9,34.7,-0.02,0.003,-1.002,0,373.3,35.2
6.231,0.0,0.0,0.0,0.0,0.0,0.0,100.2,100.0,0.854,26.2,28.0,1.25,537.65,11.53,0,0,0,1.154,6.67,34.9,34.7,-0.02,0.003,-1.002,0,373.3,35.2
6.291,0.0,0.0,0.0,0.0,0.0,0.0,100.2,100.0,0.854,26.2,28.0,1.25,537.65,11.53,0,0,0,1.152,6.67,34.9,34.7,-0.02,0.003,-1.002,0,373.3,35.2
6.351,0.0,0.0,0.0,0.0,0.0,0.0,100.2,100.0,0.854,26.2,28.0,1.25,537.65,12.3,0,0,0,1.149,6.67,34.9,34.5,-0.02,0.003,-1.002,0,373.3,35.2
6.408,0.0,0.0,0.0,0.0,0.0,0.0,100.2,100.0,0.854,26.2,28.0,1.25,537.65,12.3,0,0,0,1.149,6.67,34.9,34.5,-0.02,0.003,-1.002,0,373.3,35.2
6.466,0.0,0.0,0.0,0.0,0.0,0.0,100.2,100.0,0.976,26.2,28.0,1.11,537.67,10.59,0,0,0,1.16,6.67,34.9,34.5,-0.02,0.003,-1.002,0,373.3,35.3
6.524,0.0,0.0,0.0,0.0,0.0,0.0,100.2,100.0,0.976,26.2,28.0,1.11,537.67,10.59,0,0,0,1.16,6.67,34.9,34.5,-0.02,0.003,-1.002,0,373.3,35.3
6.583,0.0,0.0,0.0,0.0,0.0,0.0,100.2,100.0,0.854,26.2,28.0,1.25,537.65,10.16,0,0,0,1.16,6.67,34.9,34.5,-0.02,0.003,-1.002,0,373.3,35.3
6.643,0.0,0.0,0.0,0.0,0.0,0.0,100.2,100.0,0.854,26.2,28.0,1.25,537.65,10.16,0,0,0,1.149,6.67,34.9,34.6,-0.02,0.003,-1.002,0,373.3,35.3
6.703,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.099,26.2,28.0,1.39,537.58,11.02,0,0,0,1.149,6.67,34.9,34.6,-0.02,0.003,-1.002,0,373.3,35.3
6.762,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.099,26.2,28.0,1.39,537.58,11.02,0,0,0,1.164,6.67,34.9,34.6,-0.02,0.003,-1.002,0,373.3,35.2
6.821,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.854,26.2,28.0,1.39,537.54,10.33,0,0,0,1.164,6.67,34.9,34.6,-0.02,0.003,-1.002,0,373.3,35.2
6.881,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.854,26.2,28.0,1.39,537.54,10.33,0,0,0,1.151,6.67,34.9,34.6,-0.02,0.003,-1.002,0,373.3,35.2
6.94,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.099,26.2,28.0,1.39,537.54,12.46,0,0,0,1.153,6.67,34.9,34.6,-0.02,0.003,-1.002,0,373.3,35.2
6.998,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.099,26.2,28.0,1.39,537.54,12.46,0,0,0,1.153,6.67,34.9,34.6,-0.02,0.003,-1.002,0,373.3,35.2
7.057,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.609,26.2,28.0,1.11,537.36,9.22,0,0,0,1.16,6.67,34.9,34.7,-0.02,0.003,-1.002,0,373.3,35.2
7.117,0.0,0.0,0.0,0.0,0.0,0.0,100.2,100.0,1.099,26.2,28.0,1.11,537.54,10.33,0,0,0,1.16,6.67,34.9,34.7,-0.02,0.003,-1.002,0,373.3,35.2
7.175,0.0,0.0,0.0,0.0,0.0,0.0,100.2,100.0,1.099,26.2,28.0,1.11,537.54,10.33,0,0,0,1.164,6.67,34.9,34.7,-0.02,0.003,-1.002,0,373.3,35.2
